fileNumber,reportDate,crimeType,neighborhoodName,location,latitude,longitude
2019-08875,2019-12-07T08:35:00Z,Flim Flam,Cambridgeport,"0 CORPORAL MCTERNAN ST, Cambridge, MA",42.360552,-71.107471
2019-08876,2019-12-07T10:43:00Z,Hit and Run,Riverside,"JFK ST & Mount Auburn St, Cambridge, MA",42.37007,-71.122241
2019-08877,2019-12-07T10:43:00Z,Housebreak,East Cambridge,"100 HURLEY ST, Cambridge, MA",42.368033,-71.080042
2019-08914,2019-12-09T10:29:00Z,Simple Assault,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2019-08915,2019-12-09T10:50:00Z,Shoplifting,Riverside,"0 JFK St, Cambridge, MA",42.373054,-71.119486
2019-08918,2019-12-09T12:57:00Z,Trespassing,Riverside,"700 Massachusetts Ave, Cambridge, MA",42.365753,-71.104773
2019-08941,2019-12-10T05:23:00Z,Aggravated Assault,Riverside,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2019-08946,2019-12-10T12:36:00Z,Admin Error,Riverside,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2019-09320,2019-12-28T02:21:00Z,Larceny from Person,Riverside,"700 Massachusetts Ave, Cambridge, MA",42.365753,-71.104773
2019-09329,2019-12-28T16:13:00Z,Forgery,Cambridgeport,"3800 Pearl St, Cambridge, MA",42.356097,-71.111618
2019-09337,2019-12-29T16:44:00Z,Commercial Break,East Cambridge,"0 THORNDIKE ST, Cambridge, MA",42.36918,-71.078123
2019-09018,2019-12-13T08:24:00Z,Accident,Riverside,"Mount Auburn St & PLYMPTON ST, Cambridge, MA",36.267164,-115.218716
2019-09044,2019-12-14T03:22:00Z,Mal. Dest. Property,Mid-Cambridge,"300 PROSPECT ST, Cambridge, MA",42.372633,-71.098446
2019-09063,2019-12-14T20:33:00Z,Larceny from MV,Riverside,"100 BANKS ST, Cambridge, MA",42.368163,-71.114475
2019-09064,2019-12-14T20:45:00Z,Hit and Run,Area 4,"200 MASSACHUSETTS AVE, Cambridge, MA",42.360884,-71.096521
2019-09073,2019-12-15T13:54:00Z,Hit and Run,Riverside,"1300 Massachusetts Ave, Cambridge, MA",42.372783,-71.117498
2019-09099,2019-12-16T14:33:00Z,Arson,Mid-Cambridge,"500 BROADWAY, Cambridge, MA",42.375312,-71.115703
2019-09104,2019-12-16T17:51:00Z,Shoplifting,Riverside,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2019-09105,2019-12-16T18:08:00Z,Forgery,Mid-Cambridge,"100 INMAN ST, Cambridge, MA",42.371683,-71.101379
2019-09106,2019-12-16T17:22:00Z,Forgery,Peabody,"1600 MASSACHUSETTS AVE, Cambridge, MA",42.379695,-71.120315
2019-09109,2019-12-16T19:08:00Z,Housebreak,Area 4,"0 BISHOP ALLEN DR, Cambridge, MA",42.363518,-71.098768
2019-09110,2019-12-16T19:52:00Z,Shoplifting,Riverside,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2019-09112,2019-12-16T21:24:00Z,Larceny from Building,Riverside,"0 JFK ST, Cambridge, MA",42.373054,-71.119486
2019-09118,2019-12-17T10:05:00Z,Threats,Riverside,"1400 Massachusetts Ave, Cambridge, MA",42.373725,-71.119656
2019-09125,2019-12-17T12:21:00Z,Larceny of Bicycle,Peabody,"0 CHAUNCY ST, Cambridge, MA",42.379684,-71.120722
2019-09146,2019-12-18T13:26:00Z,Hit and Run,Peabody,"0 CHAUNCY ST, Cambridge, MA",42.379684,-71.120722
2019-09167,2019-12-19T12:01:00Z,Shoplifting,Riverside,"1300 MASSACHUSETTS AVE, Cambridge, MA",42.372783,-71.117498
2019-09170,2019-12-19T14:38:00Z,Hit and Run,Cambridgeport,"100 MAGAZINE ST, Cambridge, MA",42.360252,-71.109618
2019-09177,2019-12-19T18:14:00Z,Larceny from Residence,Cambridgeport,"0 WATSON ST, Cambridge, MA",42.361587,-71.103887
2019-09061,2019-12-14T17:35:00Z,Larceny from MV,Riverside,"300 FRANKLIN ST, Cambridge, MA",42.364913,-71.106252
2019-09067,2019-12-15T01:26:00Z,Admin Error,Agassiz,"1800 MASSACHUSETTS AVE, Cambridge, MA",42.386578,-71.119476
2019-09070,2019-12-15T13:04:00Z,Mal. Dest. Property,West Cambridge,"0 CONCORD AVE, Cambridge, MA",42.377648,-71.122836
2019-09071,2019-12-15T14:12:00Z,Warrant Arrest,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09076,2019-12-15T16:20:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-08724,2019-11-30T18:24:00Z,Larceny from Residence,Cambridgeport,"100 Brookline St, Cambridge, MA",42.361164,-71.103734
2019-08738,2019-12-01T14:34:00Z,Hit and Run,Riverside,"500 FRANKLIN ST, Cambridge, MA",42.367413,-71.110786
2019-08740,2019-12-01T16:52:00Z,Larceny from Residence,Inman/Harrington,"0 CARLISLE ST, Cambridge, MA",42.37223,-71.098244
2019-08758,2019-12-02T16:16:00Z,Flim Flam,Riverside,"100 KINNAIRD ST, Cambridge, MA",42.367639,-71.112048
2019-08764,2019-12-03T01:34:00Z,Hit and Run,Inman/Harrington,"CAMBRIDGE ST & PROSPECT ST, Cambridge, MA",44.786488,-79.922467
2019-08772,2019-12-03T18:22:00Z,Taxi Violation,MIT,"100 BROADWAY, Cambridge, MA",42.361164,-71.082192
2019-08778,2019-12-03T20:31:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-08781,2019-12-04T04:43:00Z,Auto Theft,Area 4,"0 NEWTOWNE CT, Cambridge, MA",42.36404,-71.095762
2019-08788,2019-12-04T14:51:00Z,Housebreak,Area 4,"100 HAMPSHIRE ST, Cambridge, MA",42.369033,-71.095397
2019-08803,2019-12-05T07:27:00Z,Commercial Break,MIT,"300 MAIN ST, Cambridge, MA",42.362211,-71.086265
2019-08806,2019-12-05T08:05:00Z,Auto Theft,Inman/Harrington,"1200 CAMBRIDGE ST, Cambridge, MA",42.373126,-71.097391
2019-08808,2019-12-05T09:54:00Z,Larceny from MV,North Cambridge,"0 PORTER RD, Cambridge, MA",42.388766,-71.120745
2019-08822,2019-12-05T17:45:00Z,Larceny from Residence,Inman/Harrington,"300 COLUMBIA ST, Cambridge, MA",42.370415,-71.095659
2019-08823,2019-12-05T18:14:00Z,Violation of H.O.,East Cambridge,"100 Cambridge Pky, Cambridge, MA",42.36689,-71.074067
2019-08827,2019-12-05T19:45:00Z,Simple Assault,Peabody,"500 CONCORD AVE, Cambridge, MA",42.386806,-71.141632
2019-08830,2019-12-05T19:36:00Z,Hit and Run,Peabody,"100 RICHDALE AVE, Cambridge, MA",42.388661,-71.124958
2019-08831,2019-12-05T20:36:00Z,Larceny from Residence,Inman/Harrington,"400 NORFOLK ST, Cambridge, MA",42.373997,-71.095557
2019-08833,2019-12-05T22:28:00Z,Hit and Run,West Cambridge,"200 BRATTLE ST, Cambridge, MA",42.375997,-71.138844
2019-08844,2019-12-06T10:52:00Z,Forgery,Riverside,"400 FRANKLIN ST, Cambridge, MA",42.366494,-71.108885
2019-08847,2019-12-06T12:23:00Z,Harassment,Area 4,"300 WINDSOR ST, Cambridge, MA",42.367938,-71.094882
2019-08850,2019-12-06T12:43:00Z,Flim Flam,West Cambridge,"0 CRAIGIE ST, Cambridge, MA",42.379013,-71.126223
2019-08860,2019-12-06T18:22:00Z,Admin Error,Peabody,"SHERMAN ST & WALDEN ST, Cambridge, MA",42.032221,-82.74397
2019-08866,2019-12-06T20:29:00Z,Drugs,Area 4,"0 MARKET ST, Cambridge, MA",42.366566,-71.093752
2019-08869,2019-12-06T21:28:00Z,Admin Error,North Cambridge,"0 PORTER RD, Cambridge, MA",42.388766,-71.120745
2019-08878,2019-12-07T12:20:00Z,Harassment,Inman/Harrington,"400 NORFOLK ST, Cambridge, MA",42.373997,-71.095557
2019-08883,2019-12-07T14:56:00Z,Simple Assault,Peabody,"500 CONCORD AVE, Cambridge, MA",42.386806,-71.141632
2019-08886,2019-12-07T15:44:00Z,Flim Flam,Riverside,"1000 MASSACHUSETTS AVE, Cambridge, MA",42.368823,-71.110894
2019-08891,2019-12-08T09:12:00Z,Larceny from Residence,East Cambridge,"0 GLASSWORKS AVE, Cambridge, MA",42.370498,-71.072953
2019-08894,2019-12-08T12:27:00Z,Simple Assault,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-08768,2019-12-03T09:56:00Z,Commercial Break,West Cambridge,"100 WINTHROP ST, Cambridge, MA",42.372131,-71.120944
2019-08774,2019-12-03T18:49:00Z,Accident,Mid-Cambridge,"BROADWAY & PROSPECT ST, Cambridge, MA",38.611638,-78.794953
2019-08775,2019-12-03T19:08:00Z,Larceny from Residence,Area 4,"100 COLUMBIA ST, Cambridge, MA",42.365806,-71.098324
2019-08794,2019-12-04T18:25:00Z,Warrant Arrest,Mid-Cambridge,"BROADWAY & PROSPECT ST, Cambridge, MA",38.611638,-78.794953
2019-08798,2019-12-04T20:39:00Z,Warrant Arrest,Mid-Cambridge,"MASSACHUSETTS AVE & TEMPLE ST, Cambridge, MA",44.663074,-63.611624
2019-08811,2019-12-05T12:14:00Z,Flim Flam,Area 4,"200 NORFOLK ST, Cambridge, MA",42.368975,-71.098514
2019-08825,2019-12-05T19:00:00Z,Warrant Arrest,Mid-Cambridge,"BISHOP ALLEN DR & PROSPECT ST, Cambridge, MA",42.364078,-71.099327
2019-08839,2019-12-06T04:40:00Z,Forgery,North Cambridge,"0 WHITE ST, Cambridge, MA",42.388549,-71.118652
2019-08840,2019-12-06T09:35:00Z,Larceny from Residence,North Cambridge,"0 CAMERON AVE, Cambridge, MA",42.397421,-71.129941
2019-08843,2019-12-06T10:21:00Z,Shoplifting,West Cambridge,"1400 Massachusetts Ave, Cambridge, MA",42.373725,-71.119656
2019-08845,2019-12-06T11:13:00Z,Larceny from Building,West Cambridge,"0 CHURCH ST, Cambridge, MA",42.374155,-71.119497
2019-08852,2019-12-06T15:33:00Z,Missing Person,Strawberry Hill,"100 HOMER AVE, Cambridge, MA",42.375877,-71.148339
2019-08872,2019-12-07T01:42:00Z,Larceny from Residence,Area 4,"100 NORFOLK ST, Cambridge, MA",42.366363,-71.100267
2019-08882,2019-12-07T14:34:00Z,Hit and Run,Peabody,"100 RICHDALE AVE, Cambridge, MA",42.388661,-71.124958
2019-08897,2019-12-08T13:01:00Z,Hit and Run,North Cambridge,"2400 MASSACHUSETTS AVE, Cambridge, MA",42.397074,-71.130225
2019-08899,2019-12-08T15:58:00Z,Larceny from Building,Area 4,"100 BISHOP ALLEN DR, Cambridge, MA",42.366152,-71.103244
2019-08902,2019-12-08T17:16:00Z,Larceny from Residence,North Cambridge,"0 CAMBRIDGEPARK DR, Cambridge, MA",42.394422,-71.141635
2019-08925,2019-12-09T14:47:00Z,Shoplifting,North Cambridge,"800 Somerville Ave, Cambridge, MA",42.38752,-71.117697
2019-08930,2019-12-09T16:33:00Z,Accident,North Cambridge,"0 WHITE ST, Cambridge, MA",42.388549,-71.118652
2019-08931,2019-12-09T17:14:00Z,Drugs,West Cambridge,"0 BRATTLE ST, Cambridge, MA",42.373206,-71.119651
2019-08939,2019-12-09T23:46:00Z,Larceny of Bicycle,North Cambridge,"0 White St, Cambridge, MA",42.388549,-71.118652
2019-08945,2019-12-10T10:29:00Z,Shoplifting,North Cambridge,"0 WHITE ST, Cambridge, MA",42.388549,-71.118652
2019-08950,2019-12-10T14:13:00Z,Hit and Run,Mid-Cambridge,"HARVARD ST & PROSPECT ST, Cambridge, MA",55.745505,-97.832438
2019-08957,2019-12-10T17:35:00Z,Larceny from Person,West Cambridge,"100 Mount Auburn St, Cambridge, MA",42.372623,-71.120847
2019-08962,2019-12-10T20:37:00Z,Prostitution,North Cambridge,"100 Cambridgepark Dr, Cambridge, MA",42.394295,-71.144999
2019-09310,2019-12-27T17:26:00Z,Hit and Run,Strawberry Hill,"ABERDEEN AVE & HURON AVE, Cambridge, MA",47.617468,-52.715332
2019-09316,2019-12-27T22:26:00Z,Larceny (Misc),North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",42.394295,-71.144999
2019-09319,2019-12-27T23:51:00Z,Simple Assault,North Cambridge,"0 WHITE ST, Cambridge, MA",42.388549,-71.118652
2019-09330,2019-12-28T20:12:00Z,Larceny from Person,West Cambridge,"0 JFK St, Cambridge, MA",42.373054,-71.119486
2019-09331,2019-12-28T20:26:00Z,Hit and Run,North Cambridge,"0 CAMBRIDGEPARK DR, Cambridge, MA",42.394422,-71.141635
2019-09347,2019-12-30T10:58:00Z,Forgery,North Cambridge,"100 CAMBRIDGEPARK DR, Cambridge, MA",42.394295,-71.144999
2019-09349,2019-12-30T12:50:00Z,Larceny from Residence,Area 4,"200 NORFOLK ST, Cambridge, MA",42.368975,-71.098514
2019-09367,2019-12-31T12:58:00Z,Flim Flam,West Cambridge,"0 BENNETT ST, Cambridge, MA",42.372208,-71.122254
2019-09370,2019-12-31T14:23:00Z,Simple Assault,West Cambridge,"0 CHURCH ST, Cambridge, MA",42.374155,-71.119497
2019-08903,2019-12-08T17:30:00Z,Forgery,Peabody,"0 ARLINGTON ST, Cambridge, MA",42.386203,-71.120746
2019-08907,2019-12-08T21:29:00Z,Missing Person,MIT,"100 AMES ST, Cambridge, MA",42.363592,-71.087362
2019-08916,2019-12-09T10:54:00Z,Larceny from Residence,Peabody,"0 ARLINGTON ST, Cambridge, MA",42.386203,-71.120746
2019-08924,2019-12-09T14:45:00Z,Larceny of Bicycle,MIT,"200 MAIN ST, Cambridge, MA",42.362006,-71.084063
2019-08933,2019-12-09T17:39:00Z,Accident,Inman/Harrington,"CAMBRIDGE ST & PROSPECT ST, Cambridge, MA",44.786488,-79.922467
2019-08934,2019-12-09T18:46:00Z,Indecent Exposure,Cambridgeport,"200 ALBANY ST, Cambridge, MA",42.359022,-71.099573
2019-08935,2019-12-09T14:57:00Z,Larceny of Bicycle,Mid-Cambridge,"1400 CAMBRIDGE ST, Cambridge, MA",42.373624,-71.101084
2019-09078,2019-12-15T19:37:00Z,Threats,East Cambridge,"0 LEIGHTON ST, Cambridge, MA",42.369909,-71.074178
2019-09080,2019-12-15T21:01:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09086,2019-12-16T09:42:00Z,Forgery,Cambridgeport,"0 LANDSDOWNE ST, Cambridge, MA",42.361359,-71.097929
2019-09089,2019-12-16T09:52:00Z,Warrant Arrest,East Cambridge,"0 LEIGHTON ST, Cambridge, MA",42.369909,-71.074178
2019-09091,2019-12-16T11:31:00Z,Admin Error,North Cambridge,"RINDGE AVE & Rindge Ave, Cambridge, MA",42.393737,-71.136739
2019-09094,2019-12-16T10:14:00Z,Mal. Dest. Property,East Cambridge,"300 BINNEY ST, Cambridge, MA",42.366932,-71.089359
2019-09097,2019-12-16T15:08:00Z,Admin Error,Mid-Cambridge,"1400 CAMBRIDGE ST, Cambridge, MA",42.373624,-71.101084
2019-09117,2019-12-17T09:24:00Z,Missing Person,Riverside,"200 WESTERN AVE, Cambridge, MA",42.364577,-71.110325
2019-09126,2019-12-17T12:26:00Z,Mal. Dest. Property,Riverside,"0 JAY ST, Cambridge, MA",42.364215,-71.109592
2019-09128,2019-12-17T13:30:00Z,Housebreak,Area 4,"300 BROADWAY, Cambridge, MA",42.36815,-71.098455
2019-09135,2019-12-17T20:13:00Z,Larceny from Building,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09141,2019-12-18T08:09:00Z,Larceny of Services,Agassiz,"1700 MASSACHUSETTS AVE, Cambridge, MA",42.383213,-71.119862
2019-09144,2019-12-18T10:12:00Z,Threats,Area 4,"100 PORTLAND ST, Cambridge, MA",42.364552,-71.092562
2019-09149,2019-12-18T14:41:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09155,2019-12-18T19:41:00Z,Larceny from Building,West Cambridge,"200 BRATTLE ST, Cambridge, MA",42.375997,-71.138844
2019-09178,2019-12-19T19:37:00Z,Street Robbery,East Cambridge,"0 Canal Park, Cambridge, MA",42.370106,-71.076735
2019-09180,2019-12-19T19:53:00Z,Larceny (Misc),Inman/Harrington,"400 COLUMBIA ST, Cambridge, MA",42.372476,-71.094505
2019-09185,2019-12-19T22:03:00Z,Forgery,East Cambridge,"300 THIRD ST, Cambridge, MA",42.36531,-71.081917
2019-09190,2019-12-20T09:02:00Z,Accident,West Cambridge,"200 BRATTLE ST, Cambridge, MA",42.375997,-71.138844
2019-09191,2019-12-20T08:50:00Z,Larceny from Residence,Cambridgeport,"200 BROOKLINE ST, Cambridge, MA",42.358994,-71.106018
2019-09193,2019-12-20T12:27:00Z,Flim Flam,Agassiz,"100 OXFORD ST, Cambridge, MA",42.382883,-71.115918
2019-09197,2019-12-20T15:14:00Z,Shoplifting,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2019-09224,2019-12-22T16:08:00Z,Warrant Arrest,Inman/Harrington,"300 WEBSTER AVE, Cambridge, MA",42.373796,-71.094784
2019-09226,2019-12-22T16:39:00Z,Flim Flam,Area 4,"0 NEWTOWNE CT, Cambridge, MA",42.36404,-71.095762
2019-09240,2019-12-23T09:32:00Z,Forgery,East Cambridge,"200 FIRST ST, Cambridge, MA",42.364459,-71.078244
2019-09242,2019-12-23T13:04:00Z,Larceny from Residence,Inman/Harrington,"1100 Cambridge St, Cambridge, MA",42.372928,-71.095789
2019-09250,2019-12-23T17:12:00Z,Warrant Arrest,East Cambridge,"100 CAMBRIDGESIDE PL, Cambridge, MA",42.367005,-71.076013
2018-08592,2018-12-04T21:21:00Z,Larceny from MV,North Cambridge,"100 CEDAR ST, Cambridge, MA",42.393519,-71.130592
2018-08602,2018-12-05T12:08:00Z,Admin Error,Mid-Cambridge,"0 LEE ST, Cambridge, MA",42.368678,-71.106619
2018-08672,2018-12-07T11:06:00Z,Admin Error,West Cambridge,"200 HURON AVE, Cambridge, MA",42.381265,-71.132173
2018-09097,2018-12-21T19:50:00Z,Liquor Possession/Sale,Peabody,"300 WALDEN ST, Cambridge, MA",42.385265,-71.132065
2018-09106,2018-12-22T10:15:00Z,Accident,Mid-Cambridge,"KIRKLAND ST & ROBERTS RD, Cambridge, MA",48.419343,-89.228123
2018-09122,2018-12-23T00:58:00Z,Accident,Mid-Cambridge,"KIRKLAND ST & QUINCY ST, Cambridge, MA",48.419343,-89.228123
2018-09133,2018-12-23T17:27:00Z,Trespassing,Cambridgeport,"300 RIVER ST, Cambridge, MA",42.362141,-71.113215
2018-09151,2018-12-24T10:18:00Z,Threats,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-09172,2018-12-25T12:01:00Z,Simple Assault,Mid-Cambridge,"0 DANA ST, Cambridge, MA",42.369456,-71.110271
2018-09241,2018-12-28T11:39:00Z,Mal. Dest. Property,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-09252,2018-12-28T17:00:00Z,Threats,North Cambridge,"100 RICE ST, Cambridge, MA",42.393782,-71.130091
2018-09262,2018-12-29T00:26:00Z,Mal. Dest. Property,Cambridgeport,"FAIRMONT ST & RIVER ST, Cambridge, MA",44.445522,-64.379409
2019-00061,2019-01-03T15:38:00Z,Accident,Mid-Cambridge,"0 INMAN ST, Cambridge, MA",42.366687,-71.105264
2019-00099,2019-01-05T12:42:00Z,Housebreak,West Cambridge,"0 APPLETON ST, Cambridge, MA",42.377917,-71.133317
2019-00456,2019-01-22T09:53:00Z,Hit and Run,North Cambridge,"0 CEDAR ST, Cambridge, MA",42.397595,-71.13064
2018-06306,2018-09-06T16:13:00Z,Accident,Agassiz,"100 MUSEUM ST, Cambridge, MA",42.381333,-71.112055
2018-06315,2018-09-07T08:20:00Z,Auto Theft,East Cambridge,"0 SCIARAPPA ST, Cambridge, MA",42.372938,-71.080887
2018-06322,2018-09-07T11:26:00Z,Missing Person,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-06328,2018-09-07T15:25:00Z,Flim Flam,Mid-Cambridge,"0 LEONARD AVE, Cambridge, MA",42.375306,-71.105897
2018-06331,2018-09-07T15:56:00Z,Missing Person,Cambridgeport,"0 CLIFTON CIR, Cambridge, MA",42.394696,-71.136461
2018-06334,2018-09-07T17:44:00Z,Forgery,North Cambridge,"0 NORRIS ST, Cambridge, MA",42.395488,-71.12925
2018-06368,2018-09-09T09:08:00Z,Mal. Dest. Property,Cambridgeport,"FAIRMONT ST & RIVER ST, Cambridge, MA",44.445522,-64.379409
2018-06379,2018-09-09T16:56:00Z,Simple Assault,MIT,"0 VASSAR ST, Cambridge, MA",42.362252,-71.090154
2018-06402,2018-09-10T16:29:00Z,Larceny from Building,North Cambridge,"2200 MASSACHUSETTS AVE, Cambridge, MA",42.392938,-71.125744
2018-06436,2018-09-12T07:19:00Z,Larceny from MV,West Cambridge,"100 LARCH RD, Cambridge, MA",42.378421,-71.142965
2018-06439,2018-09-12T10:56:00Z,Mal. Dest. Property,Mid-Cambridge,"1600 CAMBRIDGE ST, Cambridge, MA",42.374491,-71.10839
2018-06441,2018-09-12T11:44:00Z,Hit and Run,Mid-Cambridge,"1700 CAMBRIDGE ST, Cambridge, MA",42.374402,-71.111798
2018-06471,2018-09-13T08:17:00Z,Hit and Run,MIT,"MAIN ST & VASSAR ST, Cambridge, MA",42.262699,-110.194444
2018-06475,2018-09-13T12:10:00Z,Missing Person,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-06483,2018-09-13T15:46:00Z,Flim Flam,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-06487,2018-09-13T16:17:00Z,Missing Person,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-06492,2018-09-13T19:50:00Z,Larceny of Bicycle,Cambridgeport,"300 RIVER ST, Cambridge, MA",42.362141,-71.113215
2018-06505,2018-09-14T09:25:00Z,Accident,MIT,"MAIN ST & VASSAR ST, Cambridge, MA",42.262699,-110.194444
2018-06515,2018-09-14T13:42:00Z,Indecent Exposure,Mid-Cambridge,"0 ROBERTS RD, Cambridge, MA",42.37507,-71.108546
2018-06516,2018-09-14T13:42:00Z,Larceny from Residence,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-06521,2018-09-14T17:18:00Z,Larceny of Plate,Mid-Cambridge,"800 MASSACHUSETTS AVE, Cambridge, MA",42.366825,-71.106454
2018-06524,2018-09-14T17:29:00Z,Threats,Mid-Cambridge,"900 MASSACHUSETTS AVE, Cambridge, MA",42.368014,-71.108641
2018-06533,2018-09-15T02:00:00Z,Mal. Dest. Property,Agassiz,"100 HAMMOND ST, Cambridge, MA",42.381519,-71.112698
2018-06552,2018-09-16T08:24:00Z,Hit and Run,Cambridgeport,"100 PLEASANT ST, Cambridge, MA",42.361585,-71.110795
2018-06585,2018-09-17T16:52:00Z,Violation of H.O.,Agassiz,"100 EUSTIS ST, Cambridge, MA",42.383212,-71.113517
2018-06591,2018-09-17T20:20:00Z,Warrant Arrest,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-06600,2018-09-18T12:40:00Z,Forgery,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-06602,2018-09-18T13:42:00Z,Trespassing,North Cambridge,"2200 MASSACHUSETTS AVE, Cambridge, MA",42.392938,-71.125744
2018-06616,2018-09-18T19:02:00Z,Accident,MIT,"MASSACHUSETTS AVE & VASSAR ST, Cambridge, MA",44.663074,-63.611624
2019-00942,2019-02-11T16:47:00Z,Flim Flam,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2019-00979,2019-02-13T10:03:00Z,Hit and Run,Mid-Cambridge,"HARVARD ST & INMAN ST, Cambridge, MA",55.745505,-97.832438
2019-00993,2019-02-13T15:20:00Z,Hit and Run,Mid-Cambridge,"1700 CAMBRIDGE ST, Cambridge, MA",42.374402,-71.111798
2019-01037,2019-02-15T10:22:00Z,Threats,North Cambridge,"100 RINDGE AVE, Cambridge, MA",42.394295,-71.144999
2019-01038,2019-02-15T10:33:00Z,Larceny from Residence,East Cambridge,"0 FIFTH ST, Cambridge, MA",42.372437,-71.082693
2019-01048,2019-02-15T15:10:00Z,Accident,North Cambridge,"2200 MASSACHUSETTS AVE, Cambridge, MA",42.392938,-71.125744
2018-06813,2018-09-25T19:20:00Z,Hit and Run,East Cambridge,"GORE ST & SEVENTH ST, Cambridge, MA",49.488085,-117.280078
2018-06906,2018-09-29T08:19:00Z,Suspicious Package,East Cambridge,"300 MONSIGNOR OBRIEN HWY, Cambridge, MA",42.373219,-71.081634
2018-06927,2018-09-30T09:41:00Z,Housebreak,Mid-Cambridge,"400 HARVARD ST, Cambridge, MA",42.371592,-71.114193
2018-06930,2018-09-30T10:28:00Z,Housebreak,West Cambridge,"100 APPLETON ST, Cambridge, MA",42.380247,-71.133922
2018-06931,2018-09-30T13:40:00Z,Hit and Run,West Cambridge,"CONCORD AVE & HURON AVE, Cambridge, MA",43.169572,-79.470458
2018-06952,2018-10-01T04:56:00Z,Larceny from Person,East Cambridge,"0 THIRD ST, Cambridge, MA",42.372129,-71.079396
2018-06953,2018-10-01T07:16:00Z,Auto Theft,North Cambridge,"100 REED ST, Cambridge, MA",42.39613,-71.132346
2018-06963,2018-10-01T12:40:00Z,Shoplifting,Mid-Cambridge,"1000 MASSACHUSETTS AVE, Cambridge, MA",42.368823,-71.110894
2018-06972,2018-10-01T14:54:00Z,Accident,Cambridgeport,"300 River St, Cambridge, MA",42.362141,-71.113215
2018-06975,2018-10-01T16:26:00Z,Hit and Run,Agassiz,"OXFORD ST & WENDELL ST, Cambridge, MA",43.546058,-80.253487
2018-06985,2018-09-28T15:03:00Z,Drugs,Mid-Cambridge,"Cambridge St & Roberts Rd, Cambridge, MA",44.786488,-79.922467
2018-06988,2018-10-02T09:43:00Z,Larceny of Bicycle,Mid-Cambridge,"0 BIGELOW ST, Cambridge, MA",42.367127,-71.105924
2018-07005,2018-10-02T20:24:00Z,Trespassing,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2018-07010,2018-10-03T09:46:00Z,Hit and Run,MIT,"100 VASSAR ST, Cambridge, MA",42.357494,-71.099701
2018-07083,2018-10-05T11:36:00Z,Flim Flam,Mid-Cambridge,"300 HARVARD ST, Cambridge, MA",42.369562,-71.105928
2018-07088,2018-10-05T14:19:00Z,Threats,Cambridgeport,"800 MEMORIAL DR, Cambridge, MA",42.360548,-71.115639
2019-01742,2019-03-17T01:50:00Z,Trespassing,East Cambridge,"0 GORE ST, Cambridge, MA",42.371433,-71.078
2019-01780,2019-03-18T15:20:00Z,Larceny from Residence,North Cambridge,"100 RINDGE AVE, Cambridge, MA",42.394295,-71.144999
2019-01784,2019-03-18T17:37:00Z,Hit and Run,Mid-Cambridge,"0 Centre St, Cambridge, MA",42.369146,-71.108285
2019-08656,2019-11-27T09:49:00Z,Violation of H.O.,Riverside,"400 GREEN ST, Cambridge, MA",42.365689,-71.10612
2019-08702,2019-11-29T19:44:00Z,Street Robbery,Riverside,"300 PUTNAM AVE, Cambridge, MA",42.362035,-71.113289
2019-08717,2019-11-30T12:43:00Z,Housebreak,Cambridgeport,"0 MAGAZINE ST, Cambridge, MA",42.365024,-71.104316
